month,state,district,demo_age_5_17,demo_age_17_,total_demo_updates
2025-03,Andaman and Nicobar Islands,Nicobar,16.0,180.0,196.0
2025-03,Andaman and Nicobar Islands,North And Middle Andaman,20.0,402.0,422.0
2025-03,Andaman and Nicobar Islands,South Andaman,48.0,279.0,327.0
2025-03,Andhra Pradesh,Adilabad,261.0,2034.0,2295.0
2025-03,Andhra Pradesh,Alluri Sitharama Raju,334.0,2743.0,3077.0
2025-03,Andhra Pradesh,Anakapalli,286.0,2090.0,2376.0
2025-03,Andhra Pradesh,Anantapur,658.0,13372.0,14030.0
2025-03,Andhra Pradesh,Ananthapur,1614.0,5330.0,6944.0
2025-03,Andhra Pradesh,Ananthapuramu,2155.0,6513.0,8668.0
2025-03,Andhra Pradesh,Annamayya,242.0,1421.0,1663.0
2025-03,Andhra Pradesh,Bapatla,183.0,1309.0,1492.0
2025-03,Andhra Pradesh,Chittoor,3179.0,30819.0,33998.0
2025-03,Andhra Pradesh,Cuddapah,1424.0,14059.0,15483.0
2025-03,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,214.0,1789.0,2003.0
2025-03,Andhra Pradesh,East Godavari,2293.0,25483.0,27776.0
2025-03,Andhra Pradesh,Eluru,224.0,1892.0,2116.0
2025-03,Andhra Pradesh,Guntur,2224.0,28447.0,30671.0
2025-03,Andhra Pradesh,Hyderabad,545.0,4672.0,5217.0
2025-03,Andhra Pradesh,Kakinada,456.0,3210.0,3666.0
2025-03,Andhra Pradesh,Karimnagar,73.0,661.0,734.0
2025-03,Andhra Pradesh,Khammam,297.0,3186.0,3483.0
2025-03,Andhra Pradesh,Krishna,1231.0,15250.0,16481.0
2025-03,Andhra Pradesh,Kurnool,3018.0,26425.0,29443.0
2025-03,Andhra Pradesh,Mahabub Nagar,26.0,184.0,210.0
2025-03,Andhra Pradesh,Mahbubnagar,169.0,1133.0,1302.0
2025-03,Andhra Pradesh,Medak,191.0,1181.0,1372.0
2025-03,Andhra Pradesh,N. T. R,507.0,4481.0,4988.0
2025-03,Andhra Pradesh,Nalgonda,119.0,1738.0,1857.0
2025-03,Andhra Pradesh,Nandyal,222.0,1355.0,1577.0
2025-03,Andhra Pradesh,Nellore,743.0,12964.0,13707.0
2025-03,Andhra Pradesh,Nizamabad,53.0,476.0,529.0
2025-03,Andhra Pradesh,Palnadu,290.0,2479.0,2769.0
2025-03,Andhra Pradesh,Parvathipuram Manyam,170.0,1421.0,1591.0
2025-03,Andhra Pradesh,Prakasam,1292.0,17038.0,18330.0
2025-03,Andhra Pradesh,Rangareddi,378.0,2554.0,2932.0
2025-03,Andhra Pradesh,Sri Potti Sriramulu Nellore,356.0,2657.0,3013.0
2025-03,Andhra Pradesh,Sri Sathya Sai,262.0,1154.0,1416.0
2025-03,Andhra Pradesh,Srikakulam,4129.0,28701.0,32830.0
2025-03,Andhra Pradesh,Tirupati,395.0,3374.0,3769.0
2025-03,Andhra Pradesh,Visakhapatnam,2571.0,29678.0,32249.0
2025-03,Andhra Pradesh,Vizianagaram,1397.0,13315.0,14712.0
2025-03,Andhra Pradesh,Warangal,573.0,5032.0,5605.0
2025-03,Andhra Pradesh,West Godavari,1547.0,19323.0,20870.0
2025-03,Andhra Pradesh,Y. S. R,223.0,1548.0,1771.0
2025-03,Arunachal Pradesh,Anjaw,24.0,210.0,234.0
2025-03,Arunachal Pradesh,Changlang,37.0,707.0,744.0
2025-03,Arunachal Pradesh,East Siang,19.0,151.0,170.0
2025-03,Arunachal Pradesh,Kra Daadi,26.0,105.0,131.0
2025-03,Arunachal Pradesh,Lohit,30.0,234.0,264.0
2025-03,Arunachal Pradesh,Lower Siang,11.0,33.0,44.0
2025-03,Arunachal Pradesh,Lower Subansiri,41.0,280.0,321.0
2025-03,Arunachal Pradesh,Namsai,50.0,553.0,603.0
2025-03,Arunachal Pradesh,Papum Pare,94.0,888.0,982.0
2025-03,Arunachal Pradesh,Tawang,27.0,117.0,144.0
2025-03,Arunachal Pradesh,Tirap,18.0,235.0,253.0
2025-03,Arunachal Pradesh,Upper Siang,12.0,40.0,52.0
2025-03,Arunachal Pradesh,Upper Subansiri,106.0,570.0,676.0
2025-03,Arunachal Pradesh,West Kameng,25.0,116.0,141.0
2025-03,Arunachal Pradesh,West Siang,88.0,883.0,971.0
2025-03,Assam,Baksa,331.0,3773.0,4104.0
2025-03,Assam,Barpeta,489.0,5347.0,5836.0
2025-03,Assam,Biswanath,157.0,1877.0,2034.0
2025-03,Assam,Bongaigaon,688.0,8549.0,9237.0
2025-03,Assam,Cachar,920.0,7936.0,8856.0
2025-03,Assam,Charaideo,145.0,1953.0,2098.0
2025-03,Assam,Chirang,67.0,775.0,842.0
2025-03,Assam,Darrang,347.0,3222.0,3569.0
2025-03,Assam,Dhemaji,460.0,5137.0,5597.0
2025-03,Assam,Dhubri,807.0,7264.0,8071.0
2025-03,Assam,Dibrugarh,206.0,3396.0,3602.0
2025-03,Assam,Goalpara,625.0,5478.0,6103.0
2025-03,Assam,Golaghat,427.0,6547.0,6974.0
2025-03,Assam,Hailakandi,141.0,1187.0,1328.0
2025-03,Assam,Hojai,240.0,2750.0,2990.0
2025-03,Assam,Jorhat,217.0,3473.0,3690.0
2025-03,Assam,Kamrup,244.0,3830.0,4074.0
2025-03,Assam,Kamrup Metro,381.0,3415.0,3796.0
2025-03,Assam,Karbi Anglong,475.0,4246.0,4721.0
2025-03,Assam,Karimganj,521.0,4723.0,5244.0
2025-03,Assam,Kokrajhar,412.0,2727.0,3139.0
2025-03,Assam,Lakhimpur,465.0,7597.0,8062.0
2025-03,Assam,Marigaon,792.0,6116.0,6908.0
2025-03,Assam,Nagaon,934.0,13151.0,14085.0
2025-03,Assam,Nalbari,470.0,4265.0,4735.0
2025-03,Assam,North Cachar Hills,59.0,550.0,609.0
2025-03,Assam,Sibsagar,129.0,1336.0,1465.0
2025-03,Assam,Sonitpur,649.0,8056.0,8705.0
2025-03,Assam,South Salmara Mankachar,47.0,1080.0,1127.0
2025-03,Assam,Tinsukia,334.0,5489.0,5823.0
2025-03,Assam,Udalguri,276.0,3424.0,3700.0
2025-03,Assam,West Karbi Anglong,26.0,250.0,276.0
2025-03,Bihar,Araria,1840.0,21797.0,23637.0
2025-03,Bihar,Arwal,472.0,4693.0,5165.0
2025-03,Bihar,Aurangabad,2121.0,18127.0,20248.0
2025-03,Bihar,Banka,1998.0,22274.0,24272.0
2025-03,Bihar,Begusarai,2735.0,21707.0,24442.0
2025-03,Bihar,Bhagalpur,3827.0,29400.0,33227.0
2025-03,Bihar,Bhojpur,2065.0,22449.0,24514.0
2025-03,Bihar,Buxar,1096.0,12195.0,13291.0
2025-03,Bihar,Darbhanga,1728.0,19909.0,21637.0
2025-03,Bihar,East Champaran,3674.0,41175.0,44849.0
2025-03,Bihar,Gaya,5185.0,44905.0,50090.0
2025-03,Bihar,Gopalganj,1478.0,15890.0,17368.0
2025-03,Bihar,Jamui,981.0,10896.0,11877.0
2025-03,Bihar,Jehanabad,900.0,8065.0,8965.0
2025-03,Bihar,Kaimur (Bhabua),773.0,7824.0,8597.0
2025-03,Bihar,Katihar,2114.0,24879.0,26993.0
2025-03,Bihar,Khagaria,987.0,8827.0,9814.0
2025-03,Bihar,Kishanganj,1811.0,25016.0,26827.0
2025-03,Bihar,Lakhisarai,680.0,7004.0,7684.0
2025-03,Bihar,Madhepura,965.0,13600.0,14565.0
2025-03,Bihar,Madhubani,2235.0,28067.0,30302.0
2025-03,Bihar,Munger,708.0,9984.0,10692.0
2025-03,Bihar,Muzaffarpur,3131.0,30776.0,33907.0
2025-03,Bihar,Nalanda,1405.0,13358.0,14763.0
2025-03,Bihar,Nawada,1156.0,12822.0,13978.0
2025-03,Bihar,Patna,3377.0,29482.0,32859.0
2025-03,Bihar,Purnia,1589.0,20479.0,22068.0
2025-03,Bihar,Rohtas,1646.0,15770.0,17416.0
2025-03,Bihar,Saharsa,1323.0,15737.0,17060.0
2025-03,Bihar,Samastipur,3373.0,33726.0,37099.0
2025-03,Bihar,Saran,2691.0,29948.0,32639.0
2025-03,Bihar,Sheikhpura,352.0,3794.0,4146.0
2025-03,Bihar,Sheohar,487.0,4375.0,4862.0
2025-03,Bihar,Sitamarhi,2363.0,27386.0,29749.0
2025-03,Bihar,Siwan,2131.0,21489.0,23620.0
2025-03,Bihar,Supaul,1266.0,22399.0,23665.0
2025-03,Bihar,Vaishali,2332.0,24169.0,26501.0
2025-03,Bihar,West Champaran,3276.0,33739.0,37015.0
2025-03,Chandigarh,Chandigarh,813.0,5312.0,6125.0
2025-03,Chhattisgarh,Balod,592.0,7606.0,8198.0
2025-03,Chhattisgarh,Baloda Bazar,297.0,12706.0,13003.0
2025-03,Chhattisgarh,Balrampur,210.0,2762.0,2972.0
2025-03,Chhattisgarh,Bastar,576.0,7535.0,8111.0
2025-03,Chhattisgarh,Bemetara,313.0,8811.0,9124.0
2025-03,Chhattisgarh,Bijapur,280.0,2787.0,3067.0
2025-03,Chhattisgarh,Bilaspur,938.0,15931.0,16869.0
2025-03,Chhattisgarh,Dakshin Bastar Dantewada,339.0,701.0,1040.0
2025-03,Chhattisgarh,Dantewada,57.0,69.0,126.0
2025-03,Chhattisgarh,Dhamtari,369.0,9740.0,10109.0
2025-03,Chhattisgarh,Durg,1023.0,6462.0,7485.0
2025-03,Chhattisgarh,Gariyaband,94.0,3487.0,3581.0
2025-03,Chhattisgarh,Gaurela-pendra-marwahi,64.0,615.0,679.0
2025-03,Chhattisgarh,Janjgir-champa,1210.0,24618.0,25828.0
2025-03,Chhattisgarh,Jashpur,1002.0,5366.0,6368.0
2025-03,Chhattisgarh,Kabeerdham,110.0,2802.0,2912.0
2025-03,Chhattisgarh,Kanker,416.0,3558.0,3974.0
2025-03,Chhattisgarh,Kawardha,443.0,13073.0,13516.0
2025-03,Chhattisgarh,Kondagaon,45.0,457.0,502.0
2025-03,Chhattisgarh,Korba,168.0,3186.0,3354.0
2025-03,Chhattisgarh,Koriya,327.0,2227.0,2554.0
2025-03,Chhattisgarh,Mahasamund,309.0,3131.0,3440.0
2025-03,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,99.0,611.0,710.0
2025-03,Chhattisgarh,Mungeli,233.0,12880.0,13113.0
2025-03,Chhattisgarh,Narayanpur,179.0,960.0,1139.0
2025-03,Chhattisgarh,Raigarh,1550.0,15212.0,16762.0
2025-03,Chhattisgarh,Raipur,575.0,14561.0,15136.0
2025-03,Chhattisgarh,Rajnandgaon,700.0,20802.0,21502.0
2025-03,Chhattisgarh,Sakti,77.0,612.0,689.0
2025-03,Chhattisgarh,Sukma,178.0,909.0,1087.0
2025-03,Chhattisgarh,Surajpur,446.0,6120.0,6566.0
2025-03,Chhattisgarh,Surguja,688.0,8338.0,9026.0
2025-03,Chhattisgarh,Uttar Bastar Kanker,85.0,843.0,928.0
2025-03,Dadra and Nagar Haveli,Dadra and Nagar Haveli,49.0,593.0,642.0
2025-03,Dadra and Nagar Haveli and Daman and Diu,Daman,17.0,286.0,303.0
2025-03,Dadra and Nagar Haveli and Daman and Diu,Diu,35.0,156.0,191.0
2025-03,Daman and Diu,Daman,18.0,186.0,204.0
2025-03,Delhi,Central Delhi,760.0,9392.0,10152.0
2025-03,Delhi,East Delhi,1904.0,16103.0,18007.0
2025-03,Delhi,New Delhi,178.0,953.0,1131.0
2025-03,Delhi,North Delhi,636.0,6550.0,7186.0
2025-03,Delhi,North East Delhi,2275.0,15592.0,17867.0
2025-03,Delhi,North West Delhi,5954.0,59432.0,65386.0
2025-03,Delhi,Shahdara,660.0,4206.0,4866.0
2025-03,Delhi,South Delhi,2175.0,25838.0,28013.0
2025-03,Delhi,South West Delhi,2443.0,23755.0,26198.0
2025-03,Delhi,West Delhi,4158.0,43218.0,47376.0
2025-03,Goa,North Goa,432.0,2408.0,2840.0
2025-03,Goa,South Goa,211.0,1149.0,1360.0
2025-03,Gujarat,Ahmedabad,6946.0,42919.0,49865.0
2025-03,Gujarat,Amreli,859.0,5207.0,6066.0
2025-03,Gujarat,Anand,823.0,8998.0,9821.0
2025-03,Gujarat,Arvalli,592.0,1144.0,1736.0
2025-03,Gujarat,Banaskantha,2284.0,9417.0,11701.0
2025-03,Gujarat,Bharuch,2192.0,11203.0,13395.0
2025-03,Gujarat,Bhavnagar,1429.0,8331.0,9760.0
2025-03,Gujarat,Botad,239.0,653.0,892.0
2025-03,Gujarat,Chhotaudepur,619.0,2084.0,2703.0
2025-03,Gujarat,Dahod,1696.0,9271.0,10967.0
2025-03,Gujarat,Devbhumi Dwarka,143.0,1224.0,1367.0
2025-03,Gujarat,Dohad,28.0,384.0,412.0
2025-03,Gujarat,Gandhinagar,1267.0,8337.0,9604.0
2025-03,Gujarat,Gir Somnath,540.0,1266.0,1806.0
2025-03,Gujarat,Jamnagar,1245.0,10407.0,11652.0
2025-03,Gujarat,Junagadh,1170.0,5419.0,6589.0
2025-03,Gujarat,Kachchh,1131.0,5444.0,6575.0
2025-03,Gujarat,Kheda,2571.0,14789.0,17360.0
2025-03,Gujarat,Mahesana,1288.0,6644.0,7932.0
2025-03,Gujarat,Mahisagar,153.0,1126.0,1279.0
2025-03,Gujarat,Morbi,453.0,1933.0,2386.0
2025-03,Gujarat,Narmada,691.0,1870.0,2561.0
2025-03,Gujarat,Navsari,2179.0,6097.0,8276.0
2025-03,Gujarat,Panchmahals,589.0,4641.0,5230.0
2025-03,Gujarat,Patan,913.0,5584.0,6497.0
2025-03,Gujarat,Porbandar,415.0,1452.0,1867.0
2025-03,Gujarat,Rajkot,1871.0,19403.0,21274.0
2025-03,Gujarat,Sabarkantha,2104.0,8213.0,10317.0
2025-03,Gujarat,Surat,5985.0,46138.0,52123.0
2025-03,Gujarat,Surendra Nagar,1232.0,8568.0,9800.0
2025-03,Gujarat,Tapi,940.0,2446.0,3386.0
2025-03,Gujarat,The Dangs,294.0,985.0,1279.0
2025-03,Gujarat,Vadodara,2813.0,21119.0,23932.0
2025-03,Gujarat,Valsad,2611.0,9657.0,12268.0
2025-03,Haryana,Ambala,378.0,2991.0,3369.0
2025-03,Haryana,Bhiwani,396.0,3528.0,3924.0
2025-03,Haryana,Charkhi Dadri,86.0,689.0,775.0
2025-03,Haryana,Faridabad,1755.0,14036.0,15791.0
2025-03,Haryana,Fatehabad,586.0,5559.0,6145.0
2025-03,Haryana,Gurgaon,1489.0,12873.0,14362.0
2025-03,Haryana,Hisar,841.0,7963.0,8804.0
2025-03,Haryana,Jhajjar,465.0,3471.0,3936.0
2025-03,Haryana,Jind,673.0,5955.0,6628.0
2025-03,Haryana,Kaithal,445.0,3885.0,4330.0
2025-03,Haryana,Karnal,1180.0,8996.0,10176.0
2025-03,Haryana,Kurukshetra,575.0,4456.0,5031.0
2025-03,Haryana,Mahendragarh,217.0,1972.0,2189.0
2025-03,Haryana,Mewat,648.0,6471.0,7119.0
2025-03,Haryana,Palwal,1001.0,9277.0,10278.0
2025-03,Haryana,Panchkula,895.0,4939.0,5834.0
2025-03,Haryana,Panipat,308.0,2295.0,2603.0
2025-03,Haryana,Rewari,852.0,4929.0,5781.0
2025-03,Haryana,Rohtak,465.0,2785.0,3250.0
2025-03,Haryana,Sirsa,409.0,4298.0,4707.0
2025-03,Haryana,Sonipat,852.0,6636.0,7488.0
2025-03,Haryana,Yamuna Nagar,1013.0,7624.0,8637.0
2025-03,Himachal Pradesh,Bilaspur,126.0,833.0,959.0
2025-03,Himachal Pradesh,Chamba,708.0,2799.0,3507.0
2025-03,Himachal Pradesh,Hamirpur,82.0,586.0,668.0
2025-03,Himachal Pradesh,Kangra,647.0,4975.0,5622.0
2025-03,Himachal Pradesh,Kullu,140.0,769.0,909.0
2025-03,Himachal Pradesh,Mandi,587.0,2589.0,3176.0
2025-03,Himachal Pradesh,Shimla,304.0,2274.0,2578.0
2025-03,Himachal Pradesh,Sirmaur,630.0,2730.0,3360.0
2025-03,Himachal Pradesh,Solan,105.0,734.0,839.0
2025-03,Himachal Pradesh,Una,72.0,592.0,664.0
2025-03,Jammu and Kashmir,Anantnag,1045.0,6908.0,7953.0
2025-03,Jammu and Kashmir,Badgam,271.0,3231.0,3502.0
2025-03,Jammu and Kashmir,Bandipore,333.0,1901.0,2234.0
2025-03,Jammu and Kashmir,Baramula,764.0,3893.0,4657.0
2025-03,Jammu and Kashmir,Budgam,1335.0,3336.0,4671.0
2025-03,Jammu and Kashmir,Doda,186.0,1574.0,1760.0
2025-03,Jammu and Kashmir,Ganderbal,164.0,1008.0,1172.0
2025-03,Jammu and Kashmir,Jammu,709.0,7883.0,8592.0
2025-03,Jammu and Kashmir,Kargil,63.0,293.0,356.0
2025-03,Jammu and Kashmir,Kathua,256.0,2925.0,3181.0
2025-03,Jammu and Kashmir,Kulgam,462.0,2414.0,2876.0
2025-03,Jammu and Kashmir,Kupwara,545.0,3052.0,3597.0
2025-03,Jammu and Kashmir,Leh,62.0,259.0,321.0
2025-03,Jammu and Kashmir,Pulwama,545.0,2964.0,3509.0
2025-03,Jammu and Kashmir,Punch,417.0,2824.0,3241.0
2025-03,Jammu and Kashmir,Rajouri,570.0,2761.0,3331.0
2025-03,Jammu and Kashmir,Ramban,397.0,1482.0,1879.0
2025-03,Jammu and Kashmir,Reasi,281.0,1808.0,2089.0
2025-03,Jammu and Kashmir,Samba,107.0,948.0,1055.0
2025-03,Jammu and Kashmir,Srinagar,692.0,6018.0,6710.0
2025-03,Jammu and Kashmir,Udhampur,342.0,4149.0,4491.0
2025-03,Jharkhand,Bokaro,575.0,25795.0,26370.0
2025-03,Jharkhand,Chatra,648.0,13308.0,13956.0
2025-03,Jharkhand,Deoghar,475.0,13729.0,14204.0
2025-03,Jharkhand,Dhanbad,1316.0,40208.0,41524.0
2025-03,Jharkhand,Dumka,892.0,20636.0,21528.0
2025-03,Jharkhand,East Singhbhum,826.0,14743.0,15569.0
2025-03,Jharkhand,Garhwa,344.0,8052.0,8396.0
2025-03,Jharkhand,Giridih,2135.0,56346.0,58481.0
2025-03,Jharkhand,Godda,380.0,9932.0,10312.0
2025-03,Jharkhand,Gumla,363.0,6971.0,7334.0
2025-03,Jharkhand,Hazaribag,44.0,3434.0,3478.0
2025-03,Jharkhand,Hazaribagh,1148.0,21576.0,22724.0
2025-03,Jharkhand,Jamtara,289.0,10547.0,10836.0
2025-03,Jharkhand,Khunti,352.0,6782.0,7134.0
2025-03,Jharkhand,Kodarma,12.0,551.0,563.0
2025-03,Jharkhand,Koderma,304.0,11576.0,11880.0
2025-03,Jharkhand,Latehar,253.0,5482.0,5735.0
2025-03,Jharkhand,Lohardaga,291.0,5530.0,5821.0
2025-03,Jharkhand,Pakaur,29.0,788.0,817.0
2025-03,Jharkhand,Pakur,945.0,21114.0,22059.0
2025-03,Jharkhand,Palamu,1644.0,31789.0,33433.0
2025-03,Jharkhand,Pashchimi Singhbhum,20.0,1308.0,1328.0
2025-03,Jharkhand,Ramgarh,436.0,10233.0,10669.0
2025-03,Jharkhand,Ranchi,1421.0,22207.0,23628.0
2025-03,Jharkhand,Sahebganj,1014.0,21792.0,22806.0
2025-03,Jharkhand,Sahibganj,13.0,662.0,675.0
2025-03,Jharkhand,Seraikela-Kharsawan,321.0,6728.0,7049.0
2025-03,Jharkhand,Simdega,347.0,6986.0,7333.0
2025-03,Jharkhand,West Singhbhum,574.0,10835.0,11409.0
2025-03,Karnataka,Bagalkot,5513.0,7542.0,13055.0
2025-03,Karnataka,Ballari,1202.0,4467.0,5669.0
2025-03,Karnataka,Bangalore,605.0,6216.0,6821.0
2025-03,Karnataka,Bangalore Rural,492.0,5093.0,5585.0
2025-03,Karnataka,Belagavi,4974.0,8941.0,13915.0
2025-03,Karnataka,Belgaum,4481.0,8702.0,13183.0
2025-03,Karnataka,Bellary,882.0,4037.0,4919.0
2025-03,Karnataka,Bengaluru,5622.0,38826.0,44448.0
2025-03,Karnataka,Bidar,1373.0,8105.0,9478.0
2025-03,Karnataka,Bijapur,2094.0,4516.0,6610.0
2025-03,Karnataka,Chamrajanagar,674.0,3093.0,3767.0
2025-03,Karnataka,Chamrajnagar,28.0,24.0,52.0
2025-03,Karnataka,Chickmagalur,133.0,1137.0,1270.0
2025-03,Karnataka,Chikkaballapur,942.0,7161.0,8103.0
2025-03,Karnataka,Chikkamagaluru,526.0,2201.0,2727.0
2025-03,Karnataka,Chitradurga,985.0,6514.0,7499.0
2025-03,Karnataka,Dakshina Kannada,2021.0,11297.0,13318.0
2025-03,Karnataka,Davanagere,29.0,136.0,165.0
2025-03,Karnataka,Davangere,1020.0,3836.0,4856.0
2025-03,Karnataka,Dharwad,2957.0,5460.0,8417.0
2025-03,Karnataka,Gadag,2135.0,2701.0,4836.0
2025-03,Karnataka,Gadag *,24.0,66.0,90.0
2025-03,Karnataka,Gulbarga,426.0,2555.0,2981.0
2025-03,Karnataka,Hasan,25.0,166.0,191.0
2025-03,Karnataka,Hassan,1281.0,5529.0,6810.0
2025-03,Karnataka,Haveri,4512.0,4859.0,9371.0
2025-03,Karnataka,Haveri *,88.0,192.0,280.0
2025-03,Karnataka,Kalaburagi,1392.0,4373.0,5765.0
2025-03,Karnataka,Kodagu,189.0,1616.0,1805.0
2025-03,Karnataka,Kolar,830.0,6546.0,7376.0
2025-03,Karnataka,Koppal,1662.0,6742.0,8404.0
2025-03,Karnataka,Mandya,781.0,6948.0,7729.0
2025-03,Karnataka,Mysore,268.0,2381.0,2649.0
2025-03,Karnataka,Mysuru,924.0,5970.0,6894.0
2025-03,Karnataka,Raichur,795.0,4761.0,5556.0
2025-03,Karnataka,Ramanagar,552.0,3891.0,4443.0
2025-03,Karnataka,Shimoga,195.0,1411.0,1606.0
2025-03,Karnataka,Shivamogga,1573.0,5623.0,7196.0
2025-03,Karnataka,Tumakuru,1067.0,5186.0,6253.0
2025-03,Karnataka,Tumkur,658.0,4348.0,5006.0
2025-03,Karnataka,Udupi,901.0,5291.0,6192.0
2025-03,Karnataka,Uttara Kannada,1497.0,6320.0,7817.0
2025-03,Karnataka,Vijayanagara,568.0,2178.0,2746.0
2025-03,Karnataka,Vijayapura,3168.0,3731.0,6899.0
2025-03,Karnataka,Yadgir,1916.0,6920.0,8836.0
2025-03,Kerala,Alappuzha,151.0,1894.0,2045.0
2025-03,Kerala,Ernakulam,686.0,6951.0,7637.0
2025-03,Kerala,Idukki,70.0,796.0,866.0
2025-03,Kerala,Kannur,492.0,4685.0,5177.0
2025-03,Kerala,Kasaragod,323.0,2356.0,2679.0
2025-03,Kerala,Kollam,480.0,4581.0,5061.0
2025-03,Kerala,Kottayam,87.0,953.0,1040.0
2025-03,Kerala,Kozhikode,1337.0,11358.0,12695.0
2025-03,Kerala,Malappuram,1465.0,15672.0,17137.0
2025-03,Kerala,Palakkad,381.0,4029.0,4410.0
2025-03,Kerala,Pathanamthitta,33.0,212.0,245.0
2025-03,Kerala,Thiruvananthapuram,796.0,7924.0,8720.0
2025-03,Kerala,Thrissur,396.0,3473.0,3869.0
2025-03,Kerala,Wayanad,298.0,3228.0,3526.0
2025-03,Ladakh,Kargil,250.0,525.0,775.0
2025-03,Ladakh,Leh,440.0,1180.0,1620.0
2025-03,Madhya Pradesh,Agar Malwa,122.0,1172.0,1294.0
2025-03,Madhya Pradesh,Alirajpur,504.0,6836.0,7340.0
2025-03,Madhya Pradesh,Anuppur,277.0,2783.0,3060.0
2025-03,Madhya Pradesh,Ashok Nagar,740.0,6969.0,7709.0
2025-03,Madhya Pradesh,Balaghat,2417.0,14986.0,17403.0
2025-03,Madhya Pradesh,Barwani,935.0,8075.0,9010.0
2025-03,Madhya Pradesh,Betul,1257.0,6944.0,8201.0
2025-03,Madhya Pradesh,Bhind,810.0,7778.0,8588.0
2025-03,Madhya Pradesh,Bhopal,1548.0,12772.0,14320.0
2025-03,Madhya Pradesh,Burhanpur,753.0,3189.0,3942.0
2025-03,Madhya Pradesh,Chhatarpur,2334.0,19144.0,21478.0
2025-03,Madhya Pradesh,Chhindwara,1569.0,8675.0,10244.0
2025-03,Madhya Pradesh,Damoh,608.0,6845.0,7453.0
2025-03,Madhya Pradesh,Datia,307.0,2461.0,2768.0
2025-03,Madhya Pradesh,Dewas,517.0,8054.0,8571.0
2025-03,Madhya Pradesh,Dhar,2009.0,12062.0,14071.0
2025-03,Madhya Pradesh,Dindori,360.0,3514.0,3874.0
2025-03,Madhya Pradesh,East Nimar,279.0,1947.0,2226.0
2025-03,Madhya Pradesh,Guna,454.0,6256.0,6710.0
2025-03,Madhya Pradesh,Gwalior,1333.0,10598.0,11931.0
2025-03,Madhya Pradesh,Harda,336.0,1522.0,1858.0
2025-03,Madhya Pradesh,Harda *,59.0,562.0,621.0
2025-03,Madhya Pradesh,Hoshangabad,286.0,1537.0,1823.0
2025-03,Madhya Pradesh,Indore,2285.0,16061.0,18346.0
2025-03,Madhya Pradesh,Jabalpur,1194.0,15366.0,16560.0
2025-03,Madhya Pradesh,Jhabua,393.0,4822.0,5215.0
2025-03,Madhya Pradesh,Katni,875.0,9697.0,10572.0
2025-03,Madhya Pradesh,Khandwa,1343.0,3037.0,4380.0
2025-03,Madhya Pradesh,Khargone,1437.0,8546.0,9983.0
2025-03,Madhya Pradesh,Maihar,57.0,672.0,729.0
2025-03,Madhya Pradesh,Mandla,1041.0,6423.0,7464.0
2025-03,Madhya Pradesh,Mandsaur,3299.0,12204.0,15503.0
2025-03,Madhya Pradesh,Mauganj,48.0,920.0,968.0
2025-03,Madhya Pradesh,Morena,2457.0,25999.0,28456.0
2025-03,Madhya Pradesh,Narmadapuram,66.0,497.0,563.0
2025-03,Madhya Pradesh,Narsimhapur,15.0,216.0,231.0
2025-03,Madhya Pradesh,Narsinghpur,391.0,2446.0,2837.0
2025-03,Madhya Pradesh,Neemuch,707.0,4618.0,5325.0
2025-03,Madhya Pradesh,Niwari,48.0,256.0,304.0
2025-03,Madhya Pradesh,Panna,552.0,9752.0,10304.0
2025-03,Madhya Pradesh,Raisen,745.0,5471.0,6216.0
2025-03,Madhya Pradesh,Rajgarh,1572.0,7883.0,9455.0
2025-03,Madhya Pradesh,Ratlam,807.0,8767.0,9574.0
2025-03,Madhya Pradesh,Rewa,1431.0,14014.0,15445.0
2025-03,Madhya Pradesh,Sagar,920.0,13639.0,14559.0
2025-03,Madhya Pradesh,Satna,1552.0,14512.0,16064.0
2025-03,Madhya Pradesh,Sehore,508.0,2537.0,3045.0
2025-03,Madhya Pradesh,Seoni,1666.0,15827.0,17493.0
2025-03,Madhya Pradesh,Shahdol,909.0,12658.0,13567.0
2025-03,Madhya Pradesh,Shajapur,667.0,4640.0,5307.0
2025-03,Madhya Pradesh,Sheopur,486.0,3976.0,4462.0
2025-03,Madhya Pradesh,Shivpuri,1797.0,16204.0,18001.0
2025-03,Madhya Pradesh,Sidhi,864.0,10109.0,10973.0
2025-03,Madhya Pradesh,Singrauli,275.0,2904.0,3179.0
2025-03,Madhya Pradesh,Tikamgarh,1446.0,8303.0,9749.0
2025-03,Madhya Pradesh,Ujjain,1456.0,10627.0,12083.0
2025-03,Madhya Pradesh,Umaria,602.0,7534.0,8136.0
2025-03,Madhya Pradesh,Vidisha,947.0,4551.0,5498.0
2025-03,Madhya Pradesh,West Nimar,10.0,16.0,26.0
2025-03,Maharashtra,Ahmadnagar,1061.0,22211.0,23272.0
2025-03,Maharashtra,Akola,249.0,4291.0,4540.0
2025-03,Maharashtra,Amravati,794.0,8903.0,9697.0
2025-03,Maharashtra,Aurangabad,907.0,12758.0,13665.0
2025-03,Maharashtra,Beed,730.0,19350.0,20080.0
2025-03,Maharashtra,Bhandara,218.0,4111.0,4329.0
2025-03,Maharashtra,Buldhana,696.0,9487.0,10183.0
2025-03,Maharashtra,Chandrapur,256.0,7075.0,7331.0
