month,state,district,demo_age_5_17,demo_age_17_,total_demo_updates
2025-06,Chhattisgarh,Balrampur,617.0,14178.0,14795.0
2025-06,Chhattisgarh,Bastar,840.0,6495.0,7335.0
2025-06,Chhattisgarh,Bilaspur,1777.0,20271.0,22048.0
2025-06,Chhattisgarh,Durg,1819.0,12266.0,14085.0
2025-06,Chhattisgarh,Janjgir-champa,689.0,7386.0,8075.0
2025-06,Chhattisgarh,Jashpur,799.0,10410.0,11209.0
2025-06,Chhattisgarh,Kabeerdham,339.0,2575.0,2914.0
2025-06,Chhattisgarh,Kanker,149.0,1924.0,2073.0
2025-06,Chhattisgarh,Kawardha,524.0,6930.0,7454.0
2025-06,Chhattisgarh,Kondagaon,776.0,16166.0,16942.0
2025-06,Chhattisgarh,Korba,1323.0,15642.0,16965.0
2025-06,Chhattisgarh,Koriya,210.0,4940.0,5150.0
2025-06,Chhattisgarh,Mahasamund,2927.0,54889.0,57816.0
2025-06,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,499.0,2040.0,2539.0
2025-06,Chhattisgarh,Mungeli,311.0,3335.0,3646.0
2025-06,Chhattisgarh,Raipur,2444.0,20395.0,22839.0
2025-06,Chhattisgarh,Rajnandgaon,2897.0,43189.0,46086.0
2025-06,Chhattisgarh,Surguja,958.0,9762.0,10720.0
2025-06,Delhi,Central Delhi,316.0,3084.0,3400.0
2025-06,Delhi,East Delhi,2455.0,17244.0,19699.0
2025-06,Delhi,North Delhi,920.0,7686.0,8606.0
2025-06,Delhi,North East Delhi,2102.0,10287.0,12389.0
2025-06,Delhi,North West Delhi,1584.0,11504.0,13088.0
2025-06,Delhi,Shahdara,255.0,1574.0,1829.0
2025-06,Delhi,South Delhi,1302.0,11605.0,12907.0
2025-06,Delhi,South West Delhi,672.0,4897.0,5569.0
2025-06,Delhi,West Delhi,2851.0,21646.0,24497.0
2025-06,Gujarat,Ahmedabad,1046.0,7149.0,8195.0
2025-06,Gujarat,Banaskantha,1023.0,5066.0,6089.0
2025-06,Gujarat,Bharuch,416.0,2654.0,3070.0
2025-06,Gujarat,Gandhinagar,269.0,2038.0,2307.0
2025-06,Gujarat,Kachchh,198.0,2003.0,2201.0
2025-06,Gujarat,Mahesana,326.0,2524.0,2850.0
2025-06,Gujarat,Narmada,390.0,1360.0,1750.0
2025-06,Gujarat,Rajkot,656.0,8650.0,9306.0
2025-06,Gujarat,Surat,1672.0,15071.0,16743.0
2025-06,Gujarat,Valsad,345.0,1203.0,1548.0
2025-06,Haryana,Ambala,448.0,2992.0,3440.0
2025-06,Haryana,Bhiwani,128.0,1128.0,1256.0
2025-06,Haryana,Charkhi Dadri,116.0,729.0,845.0
2025-06,Haryana,Faridabad,2052.0,14897.0,16949.0
2025-06,Haryana,Fatehabad,579.0,5573.0,6152.0
2025-06,Haryana,Gurgaon,429.0,4042.0,4471.0
2025-06,Haryana,Hisar,338.0,3068.0,3406.0
2025-06,Haryana,Jhajjar,267.0,2571.0,2838.0
2025-06,Haryana,Jind,629.0,5140.0,5769.0
2025-06,Haryana,Kaithal,331.0,3168.0,3499.0
2025-06,Haryana,Karnal,729.0,4259.0,4988.0
2025-06,Haryana,Mahendragarh,123.0,1130.0,1253.0
2025-06,Haryana,Mewat,270.0,2783.0,3053.0
2025-06,Haryana,Palwal,674.0,5589.0,6263.0
2025-06,Haryana,Panchkula,337.0,1777.0,2114.0
2025-06,Haryana,Rewari,338.0,2155.0,2493.0
2025-06,Haryana,Rohtak,27.0,218.0,245.0
2025-06,Haryana,Sirsa,480.0,5281.0,5761.0
2025-06,Haryana,Sonipat,812.0,5892.0,6704.0
2025-06,Haryana,Yamuna Nagar,229.0,1462.0,1691.0
2025-06,Himachal Pradesh,Bilaspur,19.0,124.0,143.0
2025-06,Himachal Pradesh,Sirmaur,200.0,2011.0,2211.0
2025-06,Jammu and Kashmir,Anantnag,181.0,1129.0,1310.0
2025-06,Jammu and Kashmir,Baramula,277.0,1885.0,2162.0
2025-06,Jammu and Kashmir,Budgam,302.0,749.0,1051.0
2025-06,Jammu and Kashmir,Jammu,22.0,326.0,348.0
2025-06,Jammu and Kashmir,Kishtwar,104.0,490.0,594.0
2025-06,Jammu and Kashmir,Kupwara,113.0,809.0,922.0
2025-06,Jammu and Kashmir,Pulwama,295.0,1949.0,2244.0
2025-06,Jammu and Kashmir,Punch,214.0,909.0,1123.0
2025-06,Jammu and Kashmir,Samba,20.0,251.0,271.0
2025-06,Karnataka,Bagalkot,277.0,747.0,1024.0
2025-06,Karnataka,Ballari,350.0,1129.0,1479.0
2025-06,Karnataka,Bangalore Rural,985.0,5801.0,6786.0
2025-06,Karnataka,Belagavi,127.0,406.0,533.0
2025-06,Karnataka,Bengaluru,2649.0,16332.0,18981.0
2025-06,Karnataka,Bidar,391.0,2079.0,2470.0
2025-06,Karnataka,Chikkamagaluru,239.0,1146.0,1385.0
2025-06,Karnataka,Chitradurga,317.0,1674.0,1991.0
2025-06,Karnataka,Davangere,457.0,2095.0,2552.0
2025-06,Karnataka,Gadag,338.0,645.0,983.0
2025-06,Karnataka,Hassan,315.0,1525.0,1840.0
2025-06,Karnataka,Haveri,1411.0,4944.0,6355.0
2025-06,Karnataka,Kalaburagi,761.0,2345.0,3106.0
2025-06,Karnataka,Koppal,1394.0,3281.0,4675.0
2025-06,Karnataka,Mandya,394.0,2428.0,2822.0
2025-06,Karnataka,Mysuru,95.0,373.0,468.0
2025-06,Karnataka,Raichur,317.0,792.0,1109.0
2025-06,Karnataka,Ramanagar,325.0,2111.0,2436.0
2025-06,Karnataka,Tumakuru,171.0,617.0,788.0
2025-06,Karnataka,Vijayanagara,37.0,164.0,201.0
2025-06,Karnataka,Vijayapura,344.0,1148.0,1492.0
2025-06,Karnataka,Yadgir,202.0,500.0,702.0
2025-06,Madhya Pradesh,Agar Malwa,54.0,570.0,624.0
2025-06,Madhya Pradesh,Anuppur,116.0,492.0,608.0
2025-06,Madhya Pradesh,Ashok Nagar,441.0,2918.0,3359.0
2025-06,Madhya Pradesh,Balaghat,1828.0,6880.0,8708.0
2025-06,Madhya Pradesh,Barwani,575.0,2396.0,2971.0
2025-06,Madhya Pradesh,Betul,1068.0,2785.0,3853.0
2025-06,Madhya Pradesh,Bhind,439.0,1933.0,2372.0
2025-06,Madhya Pradesh,Bhopal,669.0,5140.0,5809.0
2025-06,Madhya Pradesh,Burhanpur,151.0,721.0,872.0
2025-06,Madhya Pradesh,Chhatarpur,478.0,2436.0,2914.0
2025-06,Madhya Pradesh,Chhindwara,1982.0,6383.0,8365.0
2025-06,Madhya Pradesh,Damoh,1106.0,5679.0,6785.0
2025-06,Madhya Pradesh,Dhar,990.0,4438.0,5428.0
2025-06,Madhya Pradesh,Dindori,1055.0,3206.0,4261.0
2025-06,Madhya Pradesh,Guna,635.0,4975.0,5610.0
2025-06,Madhya Pradesh,Gwalior,444.0,3084.0,3528.0
2025-06,Madhya Pradesh,Harda,88.0,452.0,540.0
2025-06,Madhya Pradesh,Indore,2197.0,13207.0,15404.0
2025-06,Madhya Pradesh,Mandla,1572.0,4482.0,6054.0
2025-06,Madhya Pradesh,Mandsaur,127.0,470.0,597.0
2025-06,Madhya Pradesh,Morena,385.0,1678.0,2063.0
2025-06,Madhya Pradesh,Neemuch,280.0,1792.0,2072.0
2025-06,Madhya Pradesh,Panna,326.0,1492.0,1818.0
2025-06,Madhya Pradesh,Raisen,166.0,647.0,813.0
2025-06,Madhya Pradesh,Rajgarh,181.0,597.0,778.0
2025-06,Madhya Pradesh,Ratlam,1344.0,6060.0,7404.0
2025-06,Madhya Pradesh,Rewa,390.0,2620.0,3010.0
2025-06,Madhya Pradesh,Sagar,474.0,2716.0,3190.0
2025-06,Madhya Pradesh,Satna,1164.0,3768.0,4932.0
2025-06,Madhya Pradesh,Sehore,500.0,1984.0,2484.0
2025-06,Madhya Pradesh,Seoni,748.0,2808.0,3556.0
2025-06,Madhya Pradesh,Shahdol,904.0,3548.0,4452.0
2025-06,Madhya Pradesh,Shajapur,340.0,1425.0,1765.0
2025-06,Madhya Pradesh,Sheopur,1150.0,5812.0,6962.0
2025-06,Madhya Pradesh,Sidhi,1346.0,5951.0,7297.0
2025-06,Madhya Pradesh,Singrauli,269.0,984.0,1253.0
2025-06,Madhya Pradesh,Ujjain,517.0,3061.0,3578.0
2025-06,Madhya Pradesh,Vidisha,738.0,2443.0,3181.0
2025-06,Maharashtra,Akola,123.0,792.0,915.0
2025-06,Maharashtra,Amravati,336.0,1670.0,2006.0
2025-06,Maharashtra,Aurangabad,404.0,2271.0,2675.0
2025-06,Maharashtra,Beed,369.0,2267.0,2636.0
2025-06,Maharashtra,Bhandara,66.0,568.0,634.0
2025-06,Maharashtra,Chandrapur,187.0,1714.0,1901.0
2025-06,Maharashtra,Gadchiroli,49.0,563.0,612.0
2025-06,Maharashtra,Gondiya,310.0,2398.0,2708.0
2025-06,Maharashtra,Jalgaon,246.0,1988.0,2234.0
2025-06,Maharashtra,Mumbai City,135.0,1012.0,1147.0
2025-06,Maharashtra,Mumbai Suburban,435.0,3233.0,3668.0
2025-06,Maharashtra,Nagpur,807.0,5333.0,6140.0
2025-06,Maharashtra,Nandurbar,194.0,1442.0,1636.0
2025-06,Maharashtra,Nashik,1036.0,6820.0,7856.0
2025-06,Maharashtra,Pune,1024.0,8023.0,9047.0
2025-06,Maharashtra,Raigad,226.0,2237.0,2463.0
2025-06,Maharashtra,Sangli,218.0,2118.0,2336.0
2025-06,Maharashtra,Thane,3452.0,25727.0,29179.0
2025-06,Maharashtra,Washim,104.0,914.0,1018.0
2025-06,Maharashtra,Yavatmal,138.0,1165.0,1303.0
2025-06,Mizoram,Champhai,104.0,1580.0,1684.0
2025-06,Mizoram,Lawngtlai,29.0,465.0,494.0
2025-06,Punjab,Amritsar,382.0,5277.0,5659.0
2025-06,Punjab,Fazilka,84.0,1070.0,1154.0
2025-06,Punjab,Gurdaspur,153.0,1717.0,1870.0
2025-06,Punjab,Hoshiarpur,224.0,2729.0,2953.0
2025-06,Punjab,Ludhiana,361.0,3933.0,4294.0
2025-06,Punjab,Mansa,122.0,1610.0,1732.0
2025-06,Punjab,Moga,150.0,1774.0,1924.0
2025-06,Punjab,Pathankot,166.0,1652.0,1818.0
2025-06,Punjab,Patiala,944.0,6456.0,7400.0
2025-06,Punjab,SAS Nagar (Mohali),582.0,6098.0,6680.0
2025-06,Rajasthan,Ajmer,645.0,5375.0,6020.0
2025-06,Rajasthan,Banswara,275.0,2270.0,2545.0
2025-06,Rajasthan,Baran,127.0,979.0,1106.0
2025-06,Rajasthan,Barmer,276.0,1887.0,2163.0
2025-06,Rajasthan,Bikaner,246.0,2525.0,2771.0
2025-06,Rajasthan,Churu,110.0,831.0,941.0
2025-06,Rajasthan,Dholpur,343.0,1638.0,1981.0
2025-06,Rajasthan,Ganganagar,119.0,1126.0,1245.0
2025-06,Rajasthan,Hanumangarh,398.0,3915.0,4313.0
2025-06,Rajasthan,Jaipur,1118.0,11069.0,12187.0
2025-06,Rajasthan,Jodhpur,446.0,4754.0,5200.0
2025-06,Rajasthan,Pali,112.0,1115.0,1227.0
2025-06,Rajasthan,Pratapgarh,195.0,1793.0,1988.0
2025-06,Rajasthan,Rajsamand,75.0,822.0,897.0
2025-06,Rajasthan,Sikar,372.0,2722.0,3094.0
2025-06,Rajasthan,Udaipur,354.0,3936.0,4290.0
2025-06,Tamil Nadu,Chennai,176.0,1390.0,1566.0
2025-06,Tamil Nadu,Coimbatore,184.0,1668.0,1852.0
2025-06,Tamil Nadu,Madurai,158.0,875.0,1033.0
2025-06,Tamil Nadu,Tiruvallur,167.0,1402.0,1569.0
2025-06,Tamil Nadu,Virudhunagar,234.0,993.0,1227.0
2025-06,Telangana,Adilabad,237.0,1240.0,1477.0
2025-06,Telangana,Hyderabad,1870.0,10720.0,12590.0
2025-06,Telangana,Jagitial,43.0,352.0,395.0
2025-06,Telangana,Jogulamba Gadwal,744.0,2984.0,3728.0
2025-06,Telangana,K.v. Rangareddy,916.0,5061.0,5977.0
2025-06,Telangana,Kamareddy,89.0,585.0,674.0
2025-06,Telangana,Komaram Bheem,111.0,672.0,783.0
2025-06,Telangana,Mahabubnagar,798.0,3212.0,4010.0
2025-06,Telangana,Medchal-malkajgiri,716.0,3311.0,4027.0
2025-06,Telangana,Nirmal,252.0,1184.0,1436.0
2025-06,Telangana,Nizamabad,80.0,371.0,451.0
2025-06,Telangana,Sangareddy,477.0,2372.0,2849.0
2025-06,Telangana,Siddipet,103.0,483.0,586.0
2025-06,Telangana,Vikarabad,384.0,1529.0,1913.0
2025-06,Uttar Pradesh,Bara Banki,284.0,5898.0,6182.0
2025-06,Uttar Pradesh,Bareilly,273.0,3342.0,3615.0
2025-06,Uttar Pradesh,Bijnor,491.0,5616.0,6107.0
2025-06,Uttar Pradesh,Bulandshahr,718.0,8980.0,9698.0
2025-06,Uttar Pradesh,Ghaziabad,1419.0,15719.0,17138.0
2025-06,Uttar Pradesh,Lucknow,261.0,3567.0,3828.0
2025-06,Uttar Pradesh,Mathura,290.0,3366.0,3656.0
2025-06,Uttar Pradesh,Mirzapur,458.0,5731.0,6189.0
2025-06,Uttar Pradesh,Moradabad,1776.0,20994.0,22770.0
2025-06,Uttar Pradesh,Muzaffarnagar,592.0,6770.0,7362.0
2025-06,Uttar Pradesh,Rampur,808.0,12646.0,13454.0
2025-06,Uttar Pradesh,Saharanpur,177.0,2337.0,2514.0
2025-06,Uttar Pradesh,Shahjahanpur,1044.0,19660.0,20704.0
2025-06,Uttarakhand,Haridwar,353.0,3176.0,3529.0
2025-06,Uttarakhand,Tehri Garhwal,121.0,1112.0,1233.0
2025-06,Uttarakhand,Udham Singh Nagar,1173.0,9023.0,10196.0
2025-06,West Bengal,Barddhaman,39.0,544.0,583.0
2025-06,West Bengal,Birbhum,165.0,1985.0,2150.0
2025-06,West Bengal,Cooch Behar,225.0,2016.0,2241.0
2025-06,West Bengal,Malda,1892.0,16274.0,18166.0
2025-06,West Bengal,Murshidabad,1639.0,16984.0,18623.0
2025-06,West Bengal,North 24 Parganas,96.0,935.0,1031.0
2025-06,West Bengal,Puruliya,160.0,1276.0,1436.0
2025-06,West Bengal,South 24 Parganas,1661.0,13762.0,15423.0
2025-06,West Bengal,Uttar Dinajpur,880.0,9051.0,9931.0
2025-07,Andaman and Nicobar Islands,North And Middle Andaman,40.0,398.0,438.0
2025-07,Andhra Pradesh,Anakapalli,42.0,236.0,278.0
2025-07,Andhra Pradesh,Ananthapuramu,709.0,3312.0,4021.0
2025-07,Andhra Pradesh,Annamayya,468.0,2054.0,2522.0
2025-07,Andhra Pradesh,Bapatla,108.0,561.0,669.0
2025-07,Andhra Pradesh,Chittoor,718.0,4156.0,4874.0
2025-07,Andhra Pradesh,Cuddapah,136.0,1526.0,1662.0
2025-07,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,56.0,406.0,462.0
2025-07,Andhra Pradesh,Guntur,583.0,4336.0,4919.0
2025-07,Andhra Pradesh,Kakinada,118.0,676.0,794.0
2025-07,Andhra Pradesh,Krishna,101.0,847.0,948.0
2025-07,Andhra Pradesh,Kurnool,1738.0,9188.0,10926.0
2025-07,Andhra Pradesh,N. T. R,160.0,1416.0,1576.0
2025-07,Andhra Pradesh,Nandyal,492.0,1865.0,2357.0
2025-07,Andhra Pradesh,Palnadu,71.0,413.0,484.0
2025-07,Andhra Pradesh,Parvathipuram Manyam,70.0,310.0,380.0
2025-07,Andhra Pradesh,Prakasam,232.0,1052.0,1284.0
2025-07,Andhra Pradesh,Sri Potti Sriramulu Nellore,176.0,1050.0,1226.0
2025-07,Andhra Pradesh,Sri Sathya Sai,324.0,1240.0,1564.0
2025-07,Andhra Pradesh,Srikakulam,210.0,1475.0,1685.0
2025-07,Andhra Pradesh,Tirupati,786.0,4134.0,4920.0
2025-07,Andhra Pradesh,Visakhapatnam,229.0,1436.0,1665.0
2025-07,Andhra Pradesh,Vizianagaram,67.0,651.0,718.0
2025-07,Andhra Pradesh,West Godavari,604.0,4760.0,5364.0
2025-07,Andhra Pradesh,Y. S. R,508.0,2765.0,3273.0
2025-07,Assam,Barpeta,485.0,3519.0,4004.0
2025-07,Assam,Bongaigaon,596.0,5386.0,5982.0
2025-07,Assam,Cachar,154.0,1628.0,1782.0
2025-07,Assam,Dhubri,586.0,4218.0,4804.0
2025-07,Assam,Goalpara,542.0,3433.0,3975.0
2025-07,Assam,Hailakandi,76.0,703.0,779.0
2025-07,Assam,Hojai,203.0,1511.0,1714.0
2025-07,Assam,Kamrup,332.0,2750.0,3082.0
2025-07,Assam,Marigaon,105.0,1023.0,1128.0
2025-07,Assam,Nagaon,126.0,1416.0,1542.0
2025-07,Assam,South Salmara Mankachar,150.0,2465.0,2615.0
2025-07,Bihar,Kishanganj,391.0,5533.0,5924.0
2025-07,Chandigarh,Chandigarh,1698.0,7410.0,9108.0
2025-07,Chhattisgarh,Balod,280.0,1431.0,1711.0
2025-07,Chhattisgarh,Baloda Bazar,1030.0,9217.0,10247.0
2025-07,Chhattisgarh,Balrampur,108.0,2319.0,2427.0
2025-07,Chhattisgarh,Bastar,331.0,2365.0,2696.0
2025-07,Chhattisgarh,Bilaspur,1796.0,13729.0,15525.0
2025-07,Chhattisgarh,Dhamtari,545.0,4283.0,4828.0
2025-07,Chhattisgarh,Durg,1109.0,4612.0,5721.0
2025-07,Chhattisgarh,Janjgir-champa,389.0,4016.0,4405.0
2025-07,Chhattisgarh,Jashpur,141.0,2049.0,2190.0
2025-07,Chhattisgarh,Khairagarh Chhuikhadan Gandai,177.0,1446.0,1623.0
2025-07,Chhattisgarh,Korba,1253.0,10647.0,11900.0
2025-07,Chhattisgarh,Mahasamund,626.0,4776.0,5402.0
2025-07,Chhattisgarh,Mungeli,912.0,13253.0,14165.0
2025-07,Chhattisgarh,Narayanpur,982.0,8844.0,9826.0
2025-07,Chhattisgarh,Raigarh,149.0,1053.0,1202.0
2025-07,Chhattisgarh,Raipur,709.0,5849.0,6558.0
2025-07,Chhattisgarh,Surguja,1518.0,17613.0,19131.0
2025-07,Delhi,East Delhi,4130.0,25770.0,29900.0
2025-07,Delhi,North Delhi,843.0,5793.0,6636.0
2025-07,Delhi,North East Delhi,3766.0,14156.0,17922.0
2025-07,Delhi,North West Delhi,5742.0,27398.0,33140.0
2025-07,Delhi,Shahdara,1628.0,5274.0,6902.0
2025-07,Delhi,South Delhi,1075.0,8760.0,9835.0
2025-07,Delhi,South West Delhi,2629.0,17219.0,19848.0
2025-07,Delhi,West Delhi,3731.0,20142.0,23873.0
2025-07,Gujarat,Ahmedabad,825.0,7144.0,7969.0
2025-07,Gujarat,Gandhinagar,564.0,4854.0,5418.0
2025-07,Gujarat,Kachchh,383.0,3329.0,3712.0
2025-07,Gujarat,Morbi,657.0,3540.0,4197.0
2025-07,Gujarat,Narmada,158.0,761.0,919.0
2025-07,Gujarat,Rajkot,529.0,5831.0,6360.0
2025-07,Gujarat,Surat,3344.0,29205.0,32549.0
2025-07,Gujarat,Surendra Nagar,152.0,1187.0,1339.0
2025-07,Haryana,Ambala,107.0,578.0,685.0
2025-07,Haryana,Bhiwani,223.0,1214.0,1437.0
2025-07,Haryana,Faridabad,112.0,632.0,744.0
2025-07,Haryana,Fatehabad,798.0,6086.0,6884.0
2025-07,Haryana,Gurgaon,1266.0,9906.0,11172.0
2025-07,Haryana,Hisar,856.0,6564.0,7420.0
2025-07,Haryana,Jhajjar,539.0,3838.0,4377.0
2025-07,Haryana,Jind,170.0,1406.0,1576.0
2025-07,Haryana,Kaithal,68.0,436.0,504.0
2025-07,Haryana,Karnal,189.0,1438.0,1627.0
2025-07,Haryana,Kurukshetra,129.0,729.0,858.0
2025-07,Haryana,Mewat,1454.0,11634.0,13088.0
2025-07,Haryana,Palwal,783.0,5559.0,6342.0
2025-07,Haryana,Panchkula,239.0,1294.0,1533.0
2025-07,Haryana,Panipat,1215.0,6805.0,8020.0
2025-07,Haryana,Rewari,56.0,358.0,414.0
2025-07,Haryana,Rohtak,80.0,394.0,474.0
2025-07,Haryana,Sirsa,146.0,1058.0,1204.0
2025-07,Haryana,Sonipat,163.0,1097.0,1260.0
2025-07,Haryana,Yamuna Nagar,342.0,2708.0,3050.0
2025-07,Himachal Pradesh,Sirmaur,83.0,744.0,827.0
2025-07,Jammu and Kashmir,Anantnag,122.0,647.0,769.0
2025-07,Jammu and Kashmir,Bandipore,522.0,2274.0,2796.0
2025-07,Jammu and Kashmir,Budgam,413.0,1501.0,1914.0
2025-07,Jammu and Kashmir,Ganderbal,82.0,714.0,796.0
2025-07,Jammu and Kashmir,Kathua,52.0,798.0,850.0
2025-07,Jammu and Kashmir,Kishtwar,260.0,1102.0,1362.0
2025-07,Jammu and Kashmir,Kupwara,407.0,2563.0,2970.0
2025-07,Jammu and Kashmir,Pulwama,135.0,767.0,902.0
2025-07,Jammu and Kashmir,Punch,326.0,1388.0,1714.0
2025-07,Jammu and Kashmir,Srinagar,134.0,1542.0,1676.0
2025-07,Karnataka,Ballari,555.0,2043.0,2598.0
2025-07,Karnataka,Bangalore Rural,347.0,2244.0,2591.0
2025-07,Karnataka,Bengaluru,2460.0,17123.0,19583.0
2025-07,Karnataka,Bidar,191.0,1094.0,1285.0
2025-07,Karnataka,Chamrajanagar,50.0,253.0,303.0
2025-07,Karnataka,Chitradurga,348.0,2378.0,2726.0
2025-07,Karnataka,Dakshina Kannada,42.0,273.0,315.0
2025-07,Karnataka,Davangere,91.0,536.0,627.0
2025-07,Karnataka,Dharwad,412.0,1878.0,2290.0
2025-07,Karnataka,Hassan,412.0,2502.0,2914.0
2025-07,Karnataka,Haveri,482.0,2506.0,2988.0
2025-07,Karnataka,Kalaburagi,370.0,1597.0,1967.0
2025-07,Karnataka,Kolar,598.0,3862.0,4460.0
2025-07,Karnataka,Koppal,136.0,520.0,656.0
2025-07,Karnataka,Raichur,623.0,2400.0,3023.0
2025-07,Karnataka,Ramanagar,339.0,2982.0,3321.0
2025-07,Karnataka,Tumakuru,49.0,293.0,342.0
2025-07,Karnataka,Vijayanagara,116.0,920.0,1036.0
2025-07,Karnataka,Yadgir,165.0,576.0,741.0
2025-07,Madhya Pradesh,Agar Malwa,99.0,793.0,892.0
2025-07,Madhya Pradesh,Anuppur,660.0,2395.0,3055.0
2025-07,Madhya Pradesh,Ashok Nagar,974.0,4306.0,5280.0
2025-07,Madhya Pradesh,Balaghat,463.0,1928.0,2391.0
2025-07,Madhya Pradesh,Barwani,2023.0,7951.0,9974.0
2025-07,Madhya Pradesh,Betul,825.0,1794.0,2619.0
2025-07,Madhya Pradesh,Bhind,625.0,2383.0,3008.0
2025-07,Madhya Pradesh,Bhopal,362.0,2495.0,2857.0
2025-07,Madhya Pradesh,Chhatarpur,1082.0,2792.0,3874.0
2025-07,Madhya Pradesh,Chhindwara,2793.0,9633.0,12426.0
2025-07,Madhya Pradesh,Damoh,864.0,3460.0,4324.0
2025-07,Madhya Pradesh,Dewas,1181.0,6716.0,7897.0
2025-07,Madhya Pradesh,Dhar,2216.0,8517.0,10733.0
2025-07,Madhya Pradesh,Dindori,638.0,2164.0,2802.0
2025-07,Madhya Pradesh,Guna,572.0,3841.0,4413.0
2025-07,Madhya Pradesh,Gwalior,486.0,3056.0,3542.0
2025-07,Madhya Pradesh,Harda,115.0,523.0,638.0
2025-07,Madhya Pradesh,Indore,3337.0,21182.0,24519.0
2025-07,Madhya Pradesh,Jabalpur,622.0,2818.0,3440.0
2025-07,Madhya Pradesh,Katni,1424.0,4910.0,6334.0
2025-07,Madhya Pradesh,Khandwa,718.0,2184.0,2902.0
2025-07,Madhya Pradesh,Khargone,238.0,1147.0,1385.0
2025-07,Madhya Pradesh,Mandla,603.0,1820.0,2423.0
2025-07,Madhya Pradesh,Mandsaur,1274.0,3976.0,5250.0
2025-07,Madhya Pradesh,Morena,3123.0,13119.0,16242.0
2025-07,Madhya Pradesh,Narmadapuram,40.0,266.0,306.0
2025-07,Madhya Pradesh,Narsinghpur,395.0,1478.0,1873.0
2025-07,Madhya Pradesh,Neemuch,74.0,294.0,368.0
2025-07,Madhya Pradesh,Panna,612.0,2402.0,3014.0
2025-07,Madhya Pradesh,Raisen,262.0,1058.0,1320.0
2025-07,Madhya Pradesh,Rajgarh,404.0,1401.0,1805.0
2025-07,Madhya Pradesh,Ratlam,2681.0,10138.0,12819.0
2025-07,Madhya Pradesh,Sagar,1367.0,6895.0,8262.0
2025-07,Madhya Pradesh,Satna,1463.0,5788.0,7251.0
2025-07,Madhya Pradesh,Sehore,390.0,1618.0,2008.0
2025-07,Madhya Pradesh,Seoni,1254.0,5086.0,6340.0
2025-07,Madhya Pradesh,Shahdol,211.0,944.0,1155.0
2025-07,Madhya Pradesh,Shajapur,85.0,511.0,596.0
2025-07,Madhya Pradesh,Sheopur,993.0,4275.0,5268.0
2025-07,Madhya Pradesh,Shivpuri,565.0,3219.0,3784.0
2025-07,Madhya Pradesh,Singrauli,2102.0,7229.0,9331.0
2025-07,Madhya Pradesh,Tikamgarh,1354.0,3788.0,5142.0
2025-07,Madhya Pradesh,Ujjain,496.0,2791.0,3287.0
2025-07,Madhya Pradesh,Umaria,1092.0,3990.0,5082.0
2025-07,Madhya Pradesh,Vidisha,1828.0,6241.0,8069.0
2025-07,Maharashtra,Beed,476.0,2617.0,3093.0
2025-07,Maharashtra,Buldhana,92.0,849.0,941.0
2025-07,Maharashtra,Chandrapur,85.0,811.0,896.0
2025-07,Maharashtra,Chatrapati Sambhaji Nagar,292.0,2052.0,2344.0
2025-07,Maharashtra,Dhule,396.0,2756.0,3152.0
2025-07,Maharashtra,Gadchiroli,310.0,2603.0,2913.0
2025-07,Maharashtra,Jalgaon,256.0,2016.0,2272.0
2025-07,Maharashtra,Latur,666.0,4852.0,5518.0
2025-07,Maharashtra,Mumbai City,89.0,593.0,682.0
2025-07,Maharashtra,Mumbai Suburban,2290.0,17860.0,20150.0
2025-07,Maharashtra,Nagpur,319.0,2336.0,2655.0
2025-07,Maharashtra,Nandurbar,245.0,1856.0,2101.0
2025-07,Maharashtra,Nashik,522.0,3446.0,3968.0
2025-07,Maharashtra,Palghar,277.0,2609.0,2886.0
2025-07,Maharashtra,Pune,2773.0,20266.0,23039.0
2025-07,Maharashtra,Raigad,256.0,2030.0,2286.0
2025-07,Maharashtra,Solapur,224.0,2532.0,2756.0
2025-07,Maharashtra,Thane,1736.0,12099.0,13835.0
2025-07,Maharashtra,Wardha,176.0,1207.0,1383.0
2025-07,Odisha,Balangir,310.0,1906.0,2216.0
2025-07,Odisha,Kandhamal,648.0,3748.0,4396.0
2025-07,Odisha,Malkangiri,140.0,1870.0,2010.0
2025-07,Puducherry,Puducherry,197.0,1401.0,1598.0
2025-07,Punjab,Amritsar,1548.0,16760.0,18308.0
2025-07,Punjab,Bathinda,292.0,3387.0,3679.0
2025-07,Punjab,Faridkot,184.0,2858.0,3042.0
2025-07,Punjab,Fatehgarh Sahib,148.0,2020.0,2168.0
2025-07,Punjab,Fazilka,536.0,5834.0,6370.0
2025-07,Punjab,Ferozepur,340.0,3575.0,3915.0
2025-07,Punjab,Gurdaspur,1341.0,9126.0,10467.0
2025-07,Punjab,Hoshiarpur,461.0,5484.0,5945.0
2025-07,Punjab,Jalandhar,134.0,1268.0,1402.0
2025-07,Punjab,Ludhiana,414.0,5164.0,5578.0
2025-07,Punjab,Malerkotla,404.0,4414.0,4818.0
2025-07,Punjab,Mansa,236.0,2400.0,2636.0
2025-07,Punjab,Moga,296.0,3410.0,3706.0
2025-07,Punjab,Pathankot,142.0,1026.0,1168.0
2025-07,Punjab,Patiala,1092.0,8561.0,9653.0
2025-07,Punjab,Rupnagar,83.0,967.0,1050.0
